ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
2551,27,blue-collar,single,secondary,no,1311,yes,no,unknown,13,may,805,2,-1,0,unknown,no
576,61,retired,married,secondary,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,no
13210,29,self-employed,single,tertiary,no,0,yes,no,cellular,8,jul,231,1,-1,0,unknown,no
32173,42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,apr,239,2,320,2,failure,no
12394,34,technician,married,secondary,no,2019,yes,yes,unknown,27,jun,102,1,-1,0,unknown,no
43586,45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,-1,0,unknown,yes
28229,42,blue-collar,divorced,primary,no,299,yes,no,cellular,29,jan,305,2,261,2,failure,no
9894,36,blue-collar,single,secondary,no,284,no,no,unknown,9,jun,114,1,-1,0,unknown,no
13132,26,management,single,tertiary,no,33,no,yes,cellular,8,jul,253,1,-1,0,unknown,no
15349,29,blue-collar,married,secondary,yes,-643,yes,no,cellular,18,jul,277,1,-1,0,unknown,no
16397,47,housemaid,married,primary,no,0,no,yes,telephone,23,jul,203,4,-1,0,unknown,no
31557,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
42389,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
39196,32,admin.,single,unknown,no,2692,yes,no,cellular,18,may,99,2,-1,0,unknown,no
38426,29,technician,single,tertiary,no,226,yes,no,cellular,15,may,261,1,-1,0,unknown,no
30977,45,unemployed,single,secondary,no,17609,no,no,cellular,9,feb,222,6,-1,0,unknown,no
34455,36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,-1,0,unknown,no
24209,40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,167,2,failure,no
15675,28,self-employed,single,tertiary,no,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,no
15867,58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no
4147,45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,-1,0,unknown,no
4951,29,admin.,married,secondary,no,688,yes,no,unknown,21,may,211,1,-1,0,unknown,no
30530,57,management,married,tertiary,no,337,no,no,cellular,5,feb,59,2,-1,0,unknown,no
24737,35,self-employed,married,secondary,no,3329,no,no,cellular,18,nov,166,1,-1,0,unknown,no
33539,60,retired,married,tertiary,no,2194,yes,no,telephone,20,apr,31,3,263,9,failure,no
2770,28,blue-collar,single,primary,no,348,yes,yes,unknown,14,may,305,3,-1,0,unknown,no
42331,62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,no
4131,45,blue-collar,married,primary,no,970,yes,no,unknown,19,may,208,5,-1,0,unknown,no
33899,33,management,married,tertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
9159,51,unemployed,married,primary,no,0,no,no,unknown,5,jun,23,2,-1,0,unknown,no
39256,36,blue-collar,single,primary,no,90,yes,no,cellular,18,may,50,2,360,1,failure,no
5082,26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,no
3869,38,management,married,tertiary,no,2724,yes,no,unknown,16,may,177,4,-1,0,unknown,no
24473,43,services,divorced,unknown,no,2363,yes,no,cellular,17,nov,229,1,-1,0,unknown,no
14129,56,management,married,tertiary,no,-762,yes,yes,cellular,11,jul,348,2,-1,0,unknown,no
40112,28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown,no
20475,34,management,single,tertiary,no,2757,yes,no,cellular,12,aug,126,2,-1,0,unknown,no
40559,67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,unknown,no
5247,32,blue-collar,married,primary,no,1261,yes,no,unknown,23,may,132,1,-1,0,unknown,no
31527,47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,1,-1,0,unknown,yes
7563,53,management,married,tertiary,no,146,no,no,unknown,30,may,150,1,-1,0,unknown,no
31882,42,technician,married,unknown,no,254,yes,no,cellular,9,apr,241,1,336,1,failure,no
4822,33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,no
18140,53,retired,married,primary,no,0,no,no,cellular,30,jul,123,1,-1,0,unknown,no
35277,34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,219,1,-1,0,unknown,no
1062,58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no
19449,56,retired,married,secondary,no,0,no,yes,cellular,7,aug,110,4,-1,0,unknown,no
1736,31,services,married,secondary,no,-346,no,no,unknown,9,may,187,1,-1,0,unknown,no
4320,46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
26854,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,183,2,failure,no
19877,53,unemployed,divorced,tertiary,no,0,yes,yes,cellular,8,aug,140,2,-1,0,unknown,no
21127,49,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,189,4,-1,0,unknown,no
30709,40,blue-collar,married,unknown,no,638,yes,yes,cellular,6,feb,68,3,254,2,failure,no
13128,45,services,single,secondary,no,-688,no,yes,cellular,8,jul,106,1,-1,0,unknown,no
21490,47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,2,-1,0,unknown,no
1633,49,blue-collar,married,primary,no,186,yes,no,unknown,9,may,241,1,-1,0,unknown,no
27443,37,blue-collar,married,primary,no,2120,yes,no,cellular,21,nov,150,4,-1,0,unknown,no
20343,32,technician,single,tertiary,no,543,no,no,cellular,11,aug,385,3,-1,0,unknown,no
21310,51,technician,married,secondary,no,2242,no,no,cellular,18,aug,498,3,-1,0,unknown,no
12721,30,services,single,secondary,no,0,yes,no,cellular,7,jul,161,2,-1,0,unknown,no
30925,46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,no
41807,28,self-employed,single,tertiary,no,1579,no,no,cellular,14,oct,122,3,-1,0,unknown,no
37201,35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
14321,32,management,married,tertiary,no,210,no,no,cellular,14,jul,121,3,-1,0,unknown,no
22201,45,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172,6,-1,0,unknown,no
40104,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes
22358,36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
8052,55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,no
23744,32,technician,single,secondary,no,35,no,no,cellular,28,aug,199,6,-1,0,unknown,no
40358,59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure,no
6659,28,services,single,secondary,no,2921,yes,no,unknown,28,may,136,1,-1,0,unknown,no
4137,47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,-1,0,unknown,yes
6568,38,entrepreneur,married,secondary,no,2849,yes,no,unknown,28,may,166,3,-1,0,unknown,no
10459,30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
43715,34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,3,179,3,success,yes
628,54,technician,divorced,secondary,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no
40749,65,unemployed,married,tertiary,no,0,no,no,cellular,10,aug,465,1,-1,0,unknown,no
19842,32,management,divorced,tertiary,no,5550,yes,no,cellular,8,aug,89,4,-1,0,unknown,no
15484,40,retired,married,primary,no,-407,yes,no,cellular,18,jul,905,3,-1,0,unknown,no
32347,38,blue-collar,divorced,secondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure,no
14169,59,retired,married,unknown,no,178,yes,no,telephone,11,jul,330,2,-1,0,unknown,no
11777,40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269,1,-1,0,unknown,no
40068,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
4686,32,services,married,secondary,no,204,yes,yes,unknown,20,may,307,3,-1,0,unknown,no
4663,36,technician,single,tertiary,no,162,yes,no,unknown,20,may,216,2,-1,0,unknown,no
17837,60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
23650,48,housemaid,married,primary,no,0,no,no,cellular,28,aug,20,23,-1,0,unknown,no
44860,55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,success,no
10648,56,admin.,single,secondary,no,-13,no,no,unknown,16,jun,52,3,-1,0,unknown,no
16728,43,retired,married,primary,no,222,no,no,cellular,24,jul,203,2,-1,0,unknown,no
11376,52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,no
45161,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
23958,45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,unknown,no
17844,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
32061,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes
36262,34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,-1,0,unknown,yes
41912,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
40638,41,management,married,tertiary,no,2487,no,no,cellular,5,aug,206,1,97,1,failure,no
21578,58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,-1,0,unknown,no
24361,41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,nov,165,1,-1,0,unknown,no
38041,33,services,married,secondary,no,968,yes,no,cellular,14,may,204,5,-1,0,unknown,no
37684,35,admin.,married,secondary,no,3863,yes,no,cellular,14,may,125,1,175,1,failure,no
26763,31,admin.,married,secondary,no,11839,yes,yes,cellular,20,nov,533,2,-1,0,unknown,no
15651,30,technician,divorced,secondary,no,0,no,no,cellular,21,jul,101,1,-1,0,unknown,no
23974,45,technician,married,secondary,no,351,yes,no,telephone,29,aug,18,2,-1,0,unknown,no
27943,52,admin.,married,secondary,no,199,no,no,cellular,28,jan,978,2,189,1,other,no
2129,35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,-1,0,unknown,no
6448,27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,123,1,-1,0,unknown,no
4919,39,blue-collar,married,primary,no,774,yes,no,unknown,21,may,29,1,-1,0,unknown,no
2749,25,admin.,single,secondary,yes,53,yes,no,unknown,14,may,313,4,-1,0,unknown,no
30954,52,management,married,tertiary,no,1646,no,yes,cellular,9,feb,92,3,-1,0,unknown,no
8317,58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,no
3889,44,blue-collar,married,primary,no,1485,yes,no,unknown,16,may,428,1,-1,0,unknown,no
33443,38,entrepreneur,married,secondary,no,0,yes,yes,cellular,20,apr,305,2,154,1,failure,no
13021,25,blue-collar,single,secondary,no,495,no,no,cellular,7,jul,131,3,-1,0,unknown,no
28814,35,unemployed,married,secondary,no,330,no,no,cellular,30,jan,645,4,-1,0,unknown,no
9787,44,management,married,tertiary,no,2876,no,no,unknown,9,jun,125,1,-1,0,unknown,no
41800,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
43085,53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
36925,29,services,divorced,secondary,no,161,yes,yes,cellular,12,may,286,5,-1,0,unknown,no
9901,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,yes
27857,57,management,married,secondary,no,0,no,no,cellular,28,jan,132,1,-1,0,unknown,no
17470,35,management,single,tertiary,no,303,yes,yes,cellular,28,jul,85,9,-1,0,unknown,no
986,40,unemployed,single,secondary,no,350,yes,no,unknown,7,may,287,1,-1,0,unknown,no
2954,31,management,married,secondary,no,6943,yes,no,unknown,14,may,109,1,-1,0,unknown,no
16425,53,technician,divorced,secondary,no,2156,yes,no,cellular,23,jul,671,4,-1,0,unknown,no
43930,45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,yes
979,33,unemployed,single,tertiary,no,1716,yes,no,unknown,7,may,396,2,-1,0,unknown,no
15085,47,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509,1,-1,0,unknown,no
41462,64,unknown,married,unknown,no,2280,no,no,telephone,7,sep,289,1,-1,0,unknown,no
13620,37,admin.,single,secondary,no,0,no,no,cellular,9,jul,397,6,-1,0,unknown,no
27278,33,technician,single,secondary,no,920,yes,no,cellular,21,nov,58,1,122,4,failure,no
42382,58,retired,married,primary,no,4007,no,no,cellular,30,nov,598,4,-1,0,unknown,no
28375,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,no
29431,53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,-1,0,unknown,yes
42305,63,management,married,tertiary,no,3115,no,no,cellular,16,nov,432,5,-1,0,unknown,yes
2611,40,services,married,primary,no,1117,yes,no,unknown,13,may,280,1,-1,0,unknown,no
31930,40,management,single,tertiary,no,-318,yes,yes,cellular,9,apr,133,1,-1,0,unknown,no
35807,41,services,divorced,secondary,no,-170,yes,no,cellular,8,may,125,1,-1,0,unknown,no
24859,46,technician,married,secondary,no,68,yes,yes,cellular,18,nov,111,2,155,3,failure,no
3606,53,technician,married,secondary,no,4541,yes,no,unknown,15,may,190,6,-1,0,unknown,no
7495,30,blue-collar,single,secondary,no,196,yes,no,unknown,29,may,91,7,-1,0,unknown,no
17318,28,admin.,single,tertiary,no,1104,yes,no,cellular,28,jul,73,7,-1,0,unknown,no
17196,25,student,single,tertiary,no,-380,no,no,cellular,28,jul,108,4,-1,0,unknown,no
39449,32,technician,married,tertiary,no,8023,no,no,cellular,25,may,146,1,97,1,other,no
30883,47,services,single,secondary,no,870,yes,no,cellular,9,feb,36,7,-1,0,unknown,no
37980,40,technician,married,secondary,no,8536,yes,yes,cellular,14,may,487,2,-1,0,unknown,no
4866,34,self-employed,single,tertiary,no,1129,yes,no,unknown,21,may,103,2,-1,0,unknown,no
27721,22,management,single,tertiary,no,760,no,no,telephone,7,dec,6,1,-1,0,unknown,no
10561,39,blue-collar,single,primary,no,207,no,yes,unknown,16,jun,35,3,-1,0,unknown,no
8699,51,blue-collar,married,primary,no,303,yes,no,unknown,3,jun,87,7,-1,0,unknown,no
35695,43,admin.,single,secondary,no,979,yes,no,cellular,8,may,154,1,-1,0,unknown,no
18980,31,management,single,tertiary,no,83,no,no,cellular,4,aug,144,2,-1,0,unknown,no
45168,48,admin.,married,secondary,no,178,no,no,cellular,10,nov,228,1,-1,0,unknown,no
19285,48,management,divorced,tertiary,no,249,no,no,cellular,6,aug,293,6,-1,0,unknown,no
8391,42,technician,single,unknown,no,344,yes,no,unknown,3,jun,26,7,-1,0,unknown,no
8842,27,admin.,married,secondary,no,-247,yes,yes,unknown,4,jun,344,2,-1,0,unknown,no
29009,58,retired,married,unknown,no,662,yes,no,cellular,2,feb,389,1,-1,0,unknown,no
1604,35,management,married,tertiary,no,14,yes,yes,unknown,8,may,64,1,-1,0,unknown,no
33296,26,blue-collar,single,primary,no,52,yes,no,cellular,20,apr,271,1,300,2,success,no
23354,31,management,married,tertiary,no,382,no,no,cellular,27,aug,43,19,-1,0,unknown,no
14119,35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,-1,0,unknown,yes
6588,37,blue-collar,married,secondary,no,115,yes,yes,unknown,28,may,91,3,-1,0,unknown,no
31302,52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,-1,0,unknown,yes
34074,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
43105,29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
3107,41,blue-collar,married,secondary,no,2157,yes,no,unknown,14,may,154,2,-1,0,unknown,no
17418,31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,37,12,-1,0,unknown,no
36238,55,management,divorced,unknown,no,0,yes,no,cellular,11,may,29,3,-1,0,unknown,no
30018,41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,no
41163,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,5,-1,0,unknown,no
19047,46,management,divorced,tertiary,no,3,yes,yes,cellular,5,aug,328,1,-1,0,unknown,no
12930,58,blue-collar,divorced,secondary,no,916,no,no,cellular,7,jul,244,4,-1,0,unknown,no
31550,38,technician,married,secondary,no,-421,yes,no,cellular,3,apr,187,1,332,5,failure,no
22349,49,technician,married,secondary,no,27,no,no,cellular,22,aug,57,2,-1,0,unknown,no
15171,44,services,divorced,secondary,no,0,no,yes,cellular,17,jul,275,17,-1,0,unknown,no
15394,27,self-employed,single,tertiary,yes,5,no,yes,cellular,18,jul,384,1,-1,0,unknown,no
24175,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
4390,33,admin.,married,secondary,no,730,yes,no,unknown,20,may,70,1,-1,0,unknown,no
20086,38,management,single,secondary,no,399,yes,no,cellular,11,aug,367,4,-1,0,unknown,no
26653,38,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown,no
7968,43,admin.,divorced,secondary,no,777,yes,no,unknown,2,jun,130,2,-1,0,unknown,no
28459,31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,jan,821,1,-1,0,unknown,no
14057,37,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,143,2,-1,0,unknown,no
42730,40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,228,1,92,5,failure,no
37517,31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure,no
22391,49,management,single,tertiary,no,0,no,no,cellular,22,aug,205,4,-1,0,unknown,no
4077,40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,may,258,1,-1,0,unknown,no
19181,50,services,married,secondary,no,486,yes,no,cellular,5,aug,203,2,-1,0,unknown,no
1819,26,blue-collar,single,primary,no,102,yes,no,unknown,9,may,89,1,-1,0,unknown,no
37607,32,services,single,secondary,no,159,yes,yes,cellular,14,may,46,1,-1,0,unknown,no
15720,51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,1,-1,0,unknown,yes
30149,48,management,married,tertiary,no,4803,no,no,telephone,4,feb,413,6,-1,0,unknown,no
8341,40,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,6,-1,0,unknown,yes
24840,41,admin.,married,secondary,no,16517,no,no,cellular,18,nov,1268,2,-1,0,unknown,no
13730,42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
41631,79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,no
30124,31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,no
35313,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
34510,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown,no
18238,29,admin.,single,secondary,no,345,yes,yes,cellular,30,jul,98,13,-1,0,unknown,no
11104,45,blue-collar,married,secondary,no,103,no,no,unknown,18,jun,48,1,-1,0,unknown,no
18070,56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,no
21285,37,self-employed,married,secondary,no,3396,no,no,cellular,18,aug,69,6,-1,0,unknown,no
20312,30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown,no
32330,31,blue-collar,single,secondary,no,1205,yes,no,cellular,16,apr,462,1,328,2,other,no
4291,44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,-1,0,unknown,no
37234,44,blue-collar,divorced,primary,no,25,yes,no,cellular,13,may,201,1,344,7,failure,no
16147,52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no
30254,33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,2,233,3,other,no
39041,36,services,divorced,secondary,no,3,yes,no,cellular,18,may,15,8,-1,0,unknown,no
9288,57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
13037,59,retired,married,secondary,no,184,no,no,cellular,8,jul,163,1,-1,0,unknown,no
32010,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,no
23781,32,technician,single,secondary,no,792,no,no,cellular,29,aug,193,2,-1,0,unknown,no
106,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
32721,34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
34876,47,entrepreneur,married,unknown,no,1481,yes,no,cellular,6,may,64,2,364,3,failure,no
6253,42,admin.,single,secondary,no,-847,yes,no,unknown,27,may,137,2,-1,0,unknown,no
7716,35,technician,single,tertiary,no,391,yes,no,unknown,30,may,47,8,-1,0,unknown,no
8054,31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no
31911,30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,no
